fips,poverty_count,median_income
29179,1048,44357
29181,2097,43898
29183,18911,102912
29185,1489,46731
29186,1431,61310
29187,10427,54813
29189,93427,81340
29195,3169,56566
29197,390,56023
29199,329,67568
29201,5378,58847
29203,1155,59000
29205,902,52127
29207,4768,54067
29209,4363,61323
29211,849,55500
29213,7870,58258
29215,4548,48055
29217,3609,54519
29219,3351,77989
29221,4095,51886
29223,2697,43393
29225,6237,69731
29227,338,46167
29229,3221,47304
29510,56166,55279
30001,1347,58072
30003,2984,56680
30005,1393,65050
30007,778,63636
30009,909,71017
30011,184,52171
30013,10839,66203
30015,724,56927
30017,1344,63585
30019,177,58000
30021,746,70953
30023,1649,49533
30025,332,72284
30027,1677,59731
30029,10268,71327
30031,12025,87454
30033,113,61750
30035,4103,45129
30037,151,57353
30039,349,54646
30041,3122,55313
30043,771,76576
30045,324,55417
30047,5614,61965
30049,6209,74543
30051,494,53264
30053,3303,47018
30055,75,71842
30057,603,67420
30059,206,56215
30061,835,61117
30063,12792,71246
30065,765,59010
30067,2266,66607
30069,26,59318
30071,389,58156
30073,1348,53500
30075,167,68009
30077,333,63432
30079,291,45192
30081,3771,71323
30083,808,69578
30085,3132,53125
30087,1763,56430
30089,1920,54035
30091,360,63654
30093,5584,57504
30095,740,81503
30097,288,69426
30099,643,67766
30101,541,53693
30103,82,73036
30105,946,64515
30107,478,47054
30109,180,64792
30111,16737,74400
31001,3776,65680
31003,623,63750
31005,52,67500
31007,62,71250
31009,41,61250
31011,484,71367
31013,1055,68778
31015,171,58984
31017,328,51538
31019,5297,74570
31021,909,57303
31023,625,82603
31025,1291,88255
31027,506,73977
31029,277,62782
31031,389,63750
31033,1031,57594
31035,486,75938
31037,898,79720
31039,686,70708
31041,900,66310
31043,2355,71655
31045,932,54381
31047,2935,65383
31049,169,61438
31051,387,69156
31053,3365,71294
31055,64580,79081
31057,214,56563
31059,423,76354
31061,396,57692
31063,294,68207
31065,557,60625
31067,2806,64426
31069,224,44777
31071,201,68611
31073,133,79145
31075,74,69063
31077,244,58894
31079,7213,67549
31081,624,79884
31083,213,70536
31085,105,60313
31087,298,52016
31089,1078,67225
31091,45,45854
31093,348,74508
31095,690,60568
31097,293,59457
31099,442,79167
31101,871,58132
31103,98,60313
31105,362,59438
31107,1079,64821
31109,36271,72625
31111,4278,64342
31113,66,71650
31115,46,60156
31117,33,61316
31119,4078,64637
31121,661,62849
31123,550,59773
31125,525,65438
31127,851,60132
31129,300,70201
31131,1514,81430
31133,349,54926
31135,214,67500
31137,1186,65988
31139,573,75938
31141,2959,72335
31143,318,71771
31145,1449,60000
31147,811,55578
31149,132,57500
31151,1329,77027
31153,9958,101402
31155,1442,89395
31157,4881,60960
31159,1125,81122
31161,525,56900
31163,277,61935
31165,137,54076
31167,408,78275
31169,433,63095
31171,30,72708
31173,1178,64838
31175,373,58902
31177,1434,90188
31179,1091,67687
31181,328,65197
31183,41,55893
31185,1211,74058
32001,2276,73268
32003,299896,73845
32005,4092,88018
32007,5829,83427
32009,185,NA
32011,365,73095
32013,2083,79946
32015,652,84474
32017,265,69496
32019,6650,73460
32021,795,50584
32023,8081,55975
32027,380,72007
32029,292,96000
32031,51773,85600
32033,617,72294
32510,6183,71809
33001,5546,87983
33003,3775,82961
33005,6529,81001
33007,3782,58439
33009,8640,84021
33011,27126,100436
33013,10586,93944
33015,15031,113927
33017,10821,86564
33019,4621,75929
34001,35247,76819
34003,63408,123715
34005,30725,105271
34007,62934,86384
34009,8169,88046
34011,23410,64499
34013,125419,76712
34015,22676,102807
34017,103860,90032
34019,4894,139453
34021,40446,96333
34023,71078,109028
34025,40958,122727
34027,25572,134929
34029,66599,86411
34031,69781,87137
34033,8131,78412
34035,18851,135960
34037,7794,114316
34039,50508,100117
34041,8827,99596
35001,105164,66514
35003,772,46439
35005,13763,52029
35006,7041,51765
35007,1985,52690
35009,9743,56259
35011,322,40804
35013,47947,55663
35015,7519,79605
35017,5273,45921
35019,904,40149
35021,140,41250
35023,823,49076
35025,13178,68750
35027,3205,51643
35028,564,143188
35029,6517,37917
35031,25117,44496
35033,782,50178
35035,12903,52717
35037,2138,43698
35039,8033,53901
35041,3856,52445
35043,15123,84053
35045,27779,53020
35047,5689,47400
35049,19103,74689
35051,2810,37840
35053,4502,47556
35055,4943,58908
35057,3100,46250
35059,702,45319
35061,13941,58333
36001,38700,83149
36003,7095,61233
36005,374138,49036
36007,35448,61059
36009,13039,58248
36011,9914,66583
36013,20703,56507
36015,12500,63469
36017,5597,62093
36019,10097,69208
36021,6818,83619
36023,5494,67527
36025,6317,60226
36027,23328,97273
36029,130009,71175
36031,4143,70215
36033,7179,63747
36035,7532,62615
36037,6018,72055
36039,4945,74011
36041,506,68950
36043,7826,68858
36045,14832,64978
36047,494754,78548
36049,3230,68329
36051,6606,72464
36053,6033,73141
36055,95297,74409
36057,7163,62923
36059,72719,143408
36061,250056,104553
36063,27014,67809
36065,32026,68819
36067,62884,74740
36069,9961,79814
36071,51238,96497
36073,4948,63838
36075,18598,68461
36077,7741,67086
36079,6331,127405
36081,282195,84961
36083,18177,86663
36085,53177,98290
36087,51969,110631
36089,16924,61900
36091,15723,99653
36093,19384,76989
36095,3106,71188
36097,2663,65625
36099,4167,66007
36101,12537,64740
36103,95543,128329
36105,11547,69826
36107,5810,71791
36109,13547,73012
36111,25084,81804
36113,5910,78239
36115,6304,72342
36117,10174,73914
36119,86670,118411
36121,3968,68913
36123,3318,67521
37001,23943,64445
37003,4204,65268
37005,1907,44272
37007,4235,44245
37009,3724,50827
37011,1641,57657
37013,7931,57997
37015,3152,45931
37017,6207,44528
37019,13570,74034
37021,31202,70578
37023,15326,55684
37025,20450,86084
37027,10087,55401
37029,537,87781
37031,6781,70235
37033,3325,59407
37035,20376,64544
37037,8111,88534
37039,4218,51496
37041,2790,56982
37043,1516,53645
37045,16925,55769
37047,9006,48184
37049,13368,64635
37051,54794,58780
37053,2248,91548
37055,2817,81214
37057,23367,62426
37059,4310,73234
37061,8708,51880
37063,38013,79501
37065,10516,48480
37067,55308,65541
37069,7118,71386
37071,29054,65472
37073,1212,61612
37075,686,49038
37077,8020,70975
37079,3968,50904
37081,79108,66027
37083,11826,45071
37085,19368,69012
37087,6960,61001
37089,13536,67623
37091,3986,47472
37093,9011,60095
37095,898,47338
37097,17271,78678
37099,7575,53479
37101,25065,79838
37103,1942,55659
37105,9787,63060
37107,12100,44795
37109,8097,78490
37111,6057,55527
37113,5337,53298
37115,2378,58628
37117,4186,46793
37119,115896,83765
37121,1889,58089
37123,4027,55849
37125,10077,82837
37127,13116,60704
37129,27891,72892
37131,3311,47935
37133,21794,64568
37135,16892,88553
37137,1414,61624
37139,3827,63912
37141,6641,76838
37143,1494,61224
37145,7182,64927
37147,32225,58851
37149,2643,61005
37151,21205,59047
37153,10478,43626
37155,32642,40318
37157,15086,55796
37159,22881,63196
37161,11196,49771
37163,11727,53159
37165,8544,43500
37167,8765,61631
37169,5280,60039
37171,11724,56095
37173,2890,55429
37175,4576,64523
37177,585,43952
37179,18530,99243
37181,7936,46943
37183,89566,101763
37185,4004,45279
37187,2631,41750
37189,12005,51367
37191,19436,58082
37193,10623,50438
37195,16226,51381
37197,5050,60321
37199,2763,54961
38001,307,55417
38003,1149,70230
38005,1295,68049
38007,122,81250
38009,460,83460
38011,272,83773
38013,111,96339
38015,7801,84948
38017,18980,75023
38019,273,67064
38021,503,63125
38023,153,89297
38025,288,94688
38027,283,55389
38029,268,67368
38031,299,83412
38033,298,76528
38035,9496,68450
38037,389,56750
38039,228,64737
38041,215,70827
38043,243,61850
38045,430,70263
38047,204,61339
38049,511,80614
38051,372,64236
38053,1801,88289
38055,806,81847
38057,869,79405
38059,2297,79483
38061,1244,81292
38063,288,68051
38065,86,76953
38067,576,66884
38069,463,63214
38071,1800,61319
38073,593,74521
38075,158,76311
38077,1582,72524
38079,2920,57355
38081,297,77697
38083,113,67361
38085,1590,41676
38087,51,62500
38089,3538,80744
38091,230,80313
38093,2469,60172
38095,237,63017
38097,523,88289
38099,1081,69976
38101,5255,79273
38103,405,61346
38105,3406,90224
39001,5508,49521
39003,12815,62001
39005,6988,64991
39007,17208,55507
39009,11914,53837
39011,3408,76454
39013,8872,58411
39015,7498,69990
39017,44346,81194
39019,3274,64675
39021,3131,74239
39023,20582,60846
39025,18343,83178
39027,6018,68125
39029,13547,58474
39031,6776,54687
39033,5416,55477
39035,198469,62823
39037,5721,64654
39039,3731,73615
39041,11029,130088
39043,9228,68431
39045,12903,87069
39047,4541,60047
39049,187832,73795
39051,3640,72866
39053,4219,56455
39055,5490,100783
39057,15757,85218
39059,5965,55756
39061,120229,70816
39063,7497,69699
39065,5153,58001
39067,2060,53851
39069,2292,79267
39071,6169,62008
39073,4723,61366
39075,3831,74774
39077,6904,65972
39079,5659,58409
39081,10603,56983
39083,6530,73988
39085,18731,77952
39087,9902,54842
39089,17873,81033
39091,5158,69183
39093,39114,70693
39095,74739,60095
39097,3809,83229
39099,40423,55576
39101,9145,57306
39103,11133,92660
39105,4775,46701
39107,2555,78036
39109,9345,74175
39111,1995,58962
39113,77204,64403
39115,1936,55971
39117,3781,71047
39119,13148,59203
39121,1401,55360
39123,3303,75728
39125,1783,68167
39127,5141,64737
39129,6668,72927
39131,5309,49552
39133,17567,72822
39135,4553,71237
39137,2427,82785
39139,16434,57649
39141,12012,59819
39143,7654,62500
39145,15618,49571
39147,6194,65020
39149,5268,72822
39151,46553,65740
39153,66926,71016
39155,33135,55088
39157,11848,64494
39159,3169,109506
39161,2710,65344
39163,2083,53813
39165,13008,107843
39167,7429,61355
39169,9807,71769
39171,4262,61834
39173,15163,73124
39175,1600,71878
40001,4145,48028
40003,629,67870
40005,2257,52034
40007,483,64266
40009,4339,52323
40011,1157,59304
40013,7991,54280
40015,4782,52817
40017,13659,85427
40019,7150,58856
40021,8887,53668
40023,3096,45456
40025,234,57204
40027,36484,74446
40029,1111,48162
40031,19857,59000
40033,1230,60313
40035,2599,50182
40037,9901,61849
40039,4408,57562
40041,7513,55114
40043,627,60550
40045,504,56992
40047,7645,67302
40049,3885,57127
40051,6732,75730
40053,543,61824
40055,658,60183
40057,402,54286
40059,502,59191
40061,2306,49930
40063,2463,47923
40065,3813,61497
40067,1191,48750
40069,2167,50911
40071,6616,56673
40073,1757,70617
40075,2069,42063
40077,1748,41048
40079,9405,50027
40081,5515,59425
40083,6747,82735
40085,1491,62940
40087,3396,84778
40089,6423,50175
40091,3944,46203
40093,855,69229
40095,2548,56495
40097,6829,57279
40099,1704,61904
40101,12691,51999
40103,1220,70071
40105,1516,52679
40107,2802,45441
40109,123302,65374
40111,6254,53123
40113,5591,60482
40115,6047,48656
40117,2625,57551
40119,17305,48937
40121,7553,54787
40123,4641,62564
40125,10879,60828
40127,2508,44634
40129,517,62721
40131,9128,77688
40133,5106,46191
40135,7967,49795
40137,7464,60236
40139,3787,59275
40141,1160,47445
40143,97074,67317
40145,7797,78520
40147,7541,61205
40149,1336,61980
40151,1463,50512
40153,2149,65060
41001,2252,57844
41003,17389,76011
41005,31386,100360
41007,5038,68705
41009,4578,86359
41011,9935,60313
41013,2475,81675
41015,3094,64769
41017,18793,87640
41019,17284,58983
41021,248,64219
41023,1071,59800
41025,942,48338
41027,1306,82095
41029,27295,71443
41031,2811,73051
41033,13713,59097
41035,12598,59353
41037,1379,61222
41039,57161,69311
41041,7888,61314
41043,16414,73396
41045,5025,49902
41047,44208,74624
41049,1730,70217
41051,98908,86247
41053,10581,81318
41055,341,59500
41057,3197,66551
41059,9606,68958
41061,4065,64212
41063,581,65559
41065,3160,63602
41067,47458,104434
41069,142,51250
41071,10684,87084
42001,8439,81071
42003,135306,76393
42005,7258,64295
42007,16575,70156
42009,5151,60302
42011,48747,77684
42013,15388,60594
42015,7968,62482
42017,38691,111951
42019,15175,86775
42021,17864,56292
42023,712,47681
42025,7697,67877
42027,23282,72748
42029,31305,123041
42031,4996,60668
42033,10219,60181
42035,5114,58842
42037,9592,61992
42039,10152,60254
42041,19473,85634
42043,34738,74159
42045,56407,88576
42047,2756,64103
42049,39543,61476
42051,21411,56093
42053,646,50061
42055,11995,74946
42057,1694,64798
42059,4017,66870
42061,4293,65429
42063,9985,58739
42065,6594,56898
42067,2310,63923
42069,29224,64691
42071,47050,83703
42073,9628,60779
42075,14793,76350
42077,43403,77493
42079,48562,62321
42081,13456,64412
42083,5137,61705
42085,13135,60614
42087,7255,61415
42089,18566,82374
42091,54662,111521
42093,1509,72926
42095,26577,86687
42097,10671,57948
42099,3651,78824
42101,338466,60698
42103,5482,79318
42105,1881,59840
42107,17055,66901
42109,3143,68435
42111,7702,59378
42113,620,64758
42115,4146,66930
42117,4766,62932
42119,3290,72894
42121,6290,61626
42123,4271,59013
42125,19123,77487
42127,5845,62182
42129,34698,72468
42131,2871,70268
42133,38560,82238
44001,3189,110926
44003,12500,91278
44005,7027,100859
44007,82273,78204
44009,9901,102478
45001,3318,52112
45003,23440,67940
45005,1824,31603
45007,29358,64683
45009,2676,43206
45011,5750,41800
45013,19494,84819
45015,24152,82327
45017,2267,56690
45019,47041,84320
45021,10191,49047
45023,6177,51216
45025,8685,47620
45027,5501,48887
45029,7055,48779
45031,12500,47419
45033,8057,44038
45035,18643,76896
45037,4003,67092
45039,3460,46972
45041,24483,56650
45043,9157,66734
45045,57760,74624
45047,11306,50635
45049,3597,43059
45051,46454,64623
45053,5338,63503
45055,9358,64343
45057,12160,74751
45059,11621,55517
45061,3525,44145
45063,34010,75014
45065,1572,55344
45067,7807,34501
45069,6241,36293
45071,5893,59670
45073,12905,60193
45075,19137,43214
45077,21473,59411
45079,65996,61699
45081,3630,52957
45083,47882,64195
45085,16710,55990
45087,6037,41200
45089,6833,43471
45091,25243,83060
46003,209,74130
46005,2609,63082
46007,1058,44569
46009,645,61275
46011,4078,67341
46013,3914,70239
46015,537,74043
46017,568,47000
46019,749,67692
46021,125,65000
46023,2045,64850
46025,416,62885
46027,2515,58794
46029,2867,65080
46031,1731,43750
46033,564,81958
46035,2376,61401
46037,747,62270
46039,288,79556
46041,1661,57928
46043,371,78125
46045,332,77266
46047,1365,61056
46049,529,58000
46051,822,73818
46053,434,52432
46055,136,59231
46057,402,83194
46059,198,72054
46061,215,86375
46063,60,74766
46065,1543,78981
46067,708,74459
46069,103,74279
46071,1031,26686
46073,188,75417
46075,162,64688
46077,496,70221
46079,985,73792
46081,3028,66766
46083,3902,96552
46085,904,61169
46087,413,80847
46089,269,62024
46091,333,72500
46093,2241,74161
46095,898,51364
46097,229,72589
46099,17316,76074
46101,623,77500
46102,7039,34769
46103,13073,70768
46105,354,65455
46107,180,71726
46109,1728,63691
46111,263,69870
46115,571,73011
46117,62,77000
46119,117,70250
46121,4478,39148
46123,1013,58854
46125,728,75283
46127,1218,84137
46129,791,62722
46135,2037,73855
46137,921,47333
47001,11370,63171
47003,6862,62197
47005,2920,50435
47007,3427,49655
47009,12046,74607
47011,13994,63789
47013,7447,50260
47015,2397,58092
47017,4508,50391
47019,9851,48435
47021,3330,82015
47023,2517,60543
47025,5599,46587
47027,1639,44712
47029,7275,48416
47031,9391,60656
47033,2028,59049
47035,8307,58475
47037,95838,75664
47039,2442,46190
47041,4323,48484
47043,5375,73223
47045,6454,54973
47047,4564,84764
47049,3873,50865
47051,5230,61553
47053,6644,59009
47055,4232,61476
47057,3884,51351
47059,10458,54071
47061,2569,45573
47063,10970,52794
47065,45380,72568
47067,2078,31995
47069,3789,46173
47071,5508,49149
47073,9725,55278
47075,3968,43513
47077,4616,53471
47079,5824,48540
47081,3330,57223
47083,1106,54475
47085,2548,59333
47087,2412,41475
47089,6229,63084
47091,3583,52152
47093,58146,71662
47095,1453,30500
47097,4252,49205
47099,6748,53233
47101,1986,49477
47103,4359,63115
47105,7159,80296
47107,7011,59674
47109,4114,50714
47111,3871,56269
47113,17648,58189
47115,4854,58103
47117,4943,70829
47119,10294,74162
47121,1853,58395
47123,7366,56648
47125,25939,72365
47127,732,66687
47129,3544,57408
47131,5121,53102
47133,4048,46159
47135,1483,50489
47137,1292,44591
47139,2314,60227
47141,13172,56537
47143,4998,58133
47145,6854,66218
47147,7503,78439
47149,31796,82588
47151,5338,42679
47153,3812,52260
47155,13285,63829
47157,158883,62337
47159,2656,62799
47161,1648,62052
47163,23495,56802
47165,17768,86005
47167,7004,71736
47169,953,63190
47171,2461,50381
47173,2773,61858
47175,843,60281
47177,6286,54088
47179,20590,61051
47181,2669,52824
47183,5945,49502
47185,4038,52206
47187,11423,131202
47189,11509,94048
48001,7975,58846
48003,2613,76902
48005,13707,58847
48007,4513,61754
48009,1015,71958
48011,106,68462
48013,7924,69413
48015,4408,75994
48017,927,70625
48019,3423,69703
48021,12335,82730
48023,705,42313
48025,4039,56075
48027,53935,66051
48029,294002,70571
48031,1031,87564
48033,35,64250
48035,1657,69339
48037,14112,59295
48039,27057,95155
48041,52536,58388
48043,767,52612
48045,187,41188
48047,2011,31310
48049,5294,55305
48051,2290,72888
48053,3988,77158
48055,6238,68503
48057,1717,71870
48059,1394,68455
48061,102583,51334
48063,2826,55061
48065,415,84583
48067,4863,54328
48069,1010,63485
48071,6381,108114
48073,8578,59830
48075,525,60333
48077,1072,77355
48079,667,42137
48081,449,46431
48083,1154,52364
48085,69846,117588
48087,698,60165
48089,2140,68554
48091,11144,99015
48093,1919,59946
48095,323,59632
48097,5872,72472
48099,6650,68904
48101,296,58819
48103,368,59915
48105,92,81739
48107,1097,52197
48109,383,42672
48111,692,72332
48113,359950,74149
48115,1863,55789
48117,2883,54114
48119,740,62855
48121,65649,108185
48123,2855,64014
48125,229,50417
48127,3758,33409
48129,241,56648
48131,2663,50081
48133,2485,51741
48135,24626,71031
48137,343,38500
48139,16372,95898
48141,160998,58859
48143,6435,65351
48145,2198,55372
48147,4753,68377
48149,2151,76541
48151,374,64700
48153,947,55461
48155,214,42212
48157,61205,113409
48159,1153,66800
48161,2631,58460
48163,2835,60098
48165,1603,76605
48167,38925,85348
48169,569,50545
48171,2549,67799
48173,91,106806
48175,645,59556
48177,2828,59355
48179,3162,56082
48181,15280,70455
48183,20595,64809
48185,3563,67080
48187,15510,93776
48189,5731,52788
48191,455,46728
48193,1489,55339
48195,396,68299
48197,445,61179
48199,6955,72532
48201,749481,73104
48203,11691,66040
48205,263,82122
48207,726,54044
48209,29858,85827
48211,113,72052
48213,11667,63955
48215,237121,52281
48217,5085,63147
48219,2628,54810
48221,5191,86802
48223,4502,64725
48225,3134,54563
48227,4445,71457
48229,497,39336
48231,12640,70112
48233,2340,65470
48235,107,58125
48237,1024,65693
48239,2104,61752
48241,7032,49919
48243,534,32625
48245,44758,59934
48247,1427,42230
48249,8920,47492
48251,19933,81826
48253,1761,63472
48255,2419,59103
48257,15419,88606
48259,2353,110498
48261,3,NA
48263,56,71420
48265,5999,67927
48267,645,65703
48269,29,70192
48271,320,66341
48273,8329,57612
48275,364,56304
48277,9301,61122
48279,2023,56997
48281,2022,76919
48283,1301,55469
48285,1892,61768
48287,2121,66000
48289,2301,59975
48291,16281,64773
48293,4154,58109
48295,394,71442
48297,1702,53869
48299,2542,65636
48301,5,51087
48303,51998,63367
48305,980,57411
48307,1082,51919
48309,43507,63888
48311,57,45833
48313,1505,67128
48315,1750,47447
48317,419,77083
48319,253,68750
48321,7816,55174
48323,12981,51270
48325,5641,73462
48327,405,48191
48329,18048,93984
48331,3907,59076
48333,332,64494
48335,999,56033
48337,2739,62818
48339,60445,97266
48341,3226,61325
48343,1985,55082
48345,123,62857
48347,13307,51528
48349,8814,59310
48351,2689,41044
48353,2679,50160
48355,61023,66021
48357,1516,64988
48359,301,76402
48361,10663,73372
48363,4868,64972
48365,2635,62593
48367,12122,102099
48369,931,68164
48371,3445,67689
48373,8675,59066
48375,23024,50448
48377,2192,29014
48379,1590,64874
48381,13392,80905
48383,361,70288
48385,521,45417
48387,2389,46912
48389,2669,56056
48391,1128,58016
48393,50,66118
48395,2768,66250
48397,4991,124917
48399,1004,63490
48401,6795,67506
48403,1414,59924
48405,2101,46338
48407,4928,59526
48409,10387,67512
48411,753,54855
48413,216,90141
48415,1411,62689
48417,363,64659
48419,5635,50436
48421,151,74167
48423,28262,71923
48425,607,83382
48427,21862,38182
48429,1187,54695
48431,37,78750
48433,105,61250
48435,381,75000
48437,1868,39031
48439,229884,81905
48441,18686,66406
48443,70,46989
48445,2381,45905
48447,222,58864
48449,5368,59220
48451,13394,66254
48453,140926,97169
48455,2194,51663
48457,3495,50647
48459,5460,62794
48461,539,52321
48463,5242,57849
48465,8377,59673
48467,6959,68274
48469,14288,70101
48471,11109,49862
48473,7387,76135
48475,1620,71719
48477,4287,75085
48479,55716,62506
48481,5927,66100
48483,683,67964
48485,18767,62168
48487,2301,51626
48489,4593,45645
48491,40507,108309
48493,4987,92461
48495,893,91898
48497,6474,89897
48499,5600,62524
48501,908,82261
48503,2952,63723
48505,5092,36527
48507,3438,41887
49001,514,85603
49003,5111,77865
49005,17385,78292
49007,3377,53673
49009,72,58750
49011,21737,108058
49013,2605,74738
49015,1112,69956
49017,557,61688
49019,1632,62521
49021,8099,65527
49023,1091,89803
49025,812,75000
49027,1142,70877
49029,214,126092
49031,188,44650
49033,244,76875
49035,97689,94658
49037,2601,54890
49039,4078,67459
49041,2258,73765
49043,1933,137058
49045,3562,101846
49047,3991,69861
49049,58181,96877
49051,1829,115146
49053,18540,76411
49055,231,70074
49057,19731,87083
50001,2524,88478
50003,4128,71494
50005,3727,66075
50007,16606,94310
50009,850,58985
50011,5032,79078
50013,559,90625
50015,2045,69897
50017,2727,77328
50019,2891,66426
50021,7068,64778
50023,5456,79853
50025,5308,68021
50027,4981,75247
51001,4883,57500
51003,7141,102617
51005,1916,55160
51007,1468,66339
51009,3291,67298
51011,2007,62337
51013,16573,140160
51015,5455,79972
51017,841,61709
51019,6429,77644
51021,668,61375
51023,2037,80467
51025,2090,52978
51027,4485,42216
51029,2039,59199
51031,5517,62608
51033,3496,86267
51035,4688,52575
51036,760,70339
51037,2762,48892
51041,25098,98910
51043,1014,114185
51045,652,67778
51047,4229,96098
51049,748,57057
51051,2716,43831
51053,2923,83898
51057,1628,56481
51059,67276,150113
51061,4520,129495
51063,1282,61401
51065,2027,91959
51067,6179,68348
51069,6479,95603
51071,1468,64819
51073,2619,83689
51075,950,118695
51077,2595,42864
51079,2424,85268
51081,1113,56759
51083,5901,49244
51085,5663,109504
51087,27912,86397
51089,7315,48445
51091,233,62946
51093,2891,96118
51095,5119,107046
51097,1232,72851
51099,1764,110517
51101,1431,85212
51103,1391,67169
51105,5617,42269
51107,16821,178707
51109,3916,80343
51111,1758,54460
51113,967,82972
51115,665,75487
51117,5111,51691
51119,978,74154
51121,21057,70769
51125,2118,68525
51127,1228,120125
51131,2021,55933
51133,1238,69500
51135,2608,62161
51137,3688,94175
51139,2234,59396
51141,1859,50938
51143,8812,54115
51145,963,110667
51147,3646,55082
51149,2878,88225
51153,29306,128873
51155,4743,60767
51157,700,98125
51159,692,64184
51161,6858,82931
51163,1773,63975
51165,7902,78468
51167,4592,49020
51169,3729,45136
51171,5440,64437
51173,4772,46859
51175,1427,68465
51177,9974,109576
51179,7940,133792
51181,756,71458
51183,1107,62821
51185,7374,45788
51187,4542,84331
51191,5749,62774
51193,2554,59766
51195,5807,50740
51197,4354,55359
51199,3694,108326
51510,13037,113638
51520,3057,44706
51530,1339,54458
51540,9701,69829
51550,21444,94189
51570,1723,76250
51580,1317,42724
51590,10156,42778
51595,729,49375
51600,2346,132774
51610,529,154734
51620,1340,65125
51630,4281,85368
51640,1503,41438
51650,17351,67758
51660,11298,59752
51670,5405,48681
51678,665,89598
51680,11939,59808
51683,2838,117919
51685,979,100668
51690,2871,42434
51700,26927,66718
51710,37182,64017
51720,917,38497
51730,6930,50741
51735,724,120919
51740,16612,58972
51750,4513,52791
51760,40994,62671
51770,19062,52671
51775,2500,66716
51790,3042,62586
51800,9454,90089
51810,37541,90685
51820,2612,56364
51830,1520,70206
51840,5182,64648
53001,4199,65042
53003,3317,69107
53005,23008,87316
53007,7085,78306
53009,8225,67999
53011,42559,94948
53013,357,71528
53015,14294,72932
53017,3444,80374
53019,1131,54650
53021,12414,82755
53023,247,62411
53025,14884,71115
53027,10358,63539
53029,5875,88358
53031,4123,71143
53033,186954,122148
53035,22299,98546
53037,6130,69928
53039,3155,70400
53041,10756,69690
53043,1162,71227
53045,8232,78359
53047,7827,60293
53049,2709,62350
53051,1853,63750
53053,80115,96632
53055,1892,83682
53057,14887,85474
53059,1008,90085
53061,65003,107982
53063,64956,73513
53065,6072,67405
53067,28292,93985
53069,714,57091
53071,6738,72212
53073,28364,80989
53075,9743,52893
53077,39074,68015
54001,3083,48347
54003,14159,77329
54005,3642,56152
54007,2236,44449
54009,2552,52116
54011,17623,52828
54013,2046,41421
54015,1952,42790
54017,966,61164
54019,7282,52672
54021,684,50991
54023,1458,61530
54025,6611,48662
54027,3214,60299
54029,4211,61017
54031,2491,49302
54033,8708,58326
54035,4826,55671
54037,5038,95523
54039,28216,58887
54041,3222,52279
54043,4099,48593
54045,6621,47237
54047,5054,29980
54049,7414,67537
54051,4396,60329
54053,4366,53454
54055,10372,47799
54057,3719,68049
54059,6804,39527
54061,20538,62704
54063,1929,54508
54065,1891,63805
54067,4323,49280
54069,6216,57867
54071,982,61738
54073,565,61038
54075,1558,41200
54077,4284,61373
54079,6070,77871
54081,15123,52055
54083,3725,55057
54085,1785,50256
54087,2790,45194
54089,2105,42544
54091,2366,56807
54093,859,53475
54095,1426,58293
54097,4093,51859
54099,6015,55539
54101,1812,42061
54103,2303,53341
54105,930,54688
54107,12208,56193
54109,4699,48038
55001,2785,59153
55003,2525,57645
55005,4566,64619
55007,1453,69609
55009,25754,77490
55011,1154,68722
55013,2178,61664
55015,2964,87700
55017,5892,74009
55019,4099,66250
55021,4443,82792
55023,1918,63496
55025,57774,88108
55027,6621,73992
55029,2595,71785
55031,4478,72579
55033,4504,71785
55035,11821,71834
55037,384,62786
55039,8792,73154
55041,1361,59727
55043,6469,64349
55045,2548,80248
55047,2492,66917
55049,1815,83372
55051,698,59058
55053,2493,65508
55055,6734,80604
55057,3627,65150
55059,17302,79412
55061,1559,80085
55063,14383,70704
55065,1783,72091
55067,2323,57258
55069,2925,67726
55071,7826,68611
55073,12159,76185
55075,3713,63401
55077,1843,63471
55078,895,59528
55079,158786,62118
55081,5384,68213
55083,3265,75886
55085,3067,69621
55087,12068,82857
55089,4119,96734
55091,580,74536
55093,3806,88802
55095,3708,76208
55097,6898,73284
55099,1804,58720
55101,20736,75331
55103,2447,62649
55105,16058,74390
55107,1737,58322
55109,6188,102482
55111,5690,77648
55113,2660,59055
55115,4404,67032
55117,9265,71898
55119,1835,63142
55121,2564,71295
55123,4431,69556
55125,2527,67132
55127,9976,77359
55129,1940,61270
55131,7183,95851
55133,21085,104100
55135,5067,71189
55137,2631,64968
55139,17903,72873
55141,7543,66417
56001,7328,59881
56003,1372,60547
56005,4210,95253
56007,1752,66721
56009,1541,79164
56011,451,71209
56013,4766,64646
56015,1439,64882
56017,618,64375
56019,900,63905
56021,9755,77884
56023,1418,86092
56025,7620,71247
56027,386,48987
56029,2519,70533
56031,864,66299
56033,3012,70855
56035,731,82791
56037,5537,76464
56039,1633,112681
56041,1533,82672
56043,651,62648
56045,668,87545
72001,11107,18605
72003,17571,21694
72005,25791,19826
72007,10388,22361
72009,10973,21714
72011,11327,23591
72013,36775,23175
72015,8463,18931
72017,10233,21750
72019,14289,22167
72021,61516,30729
72023,18013,25720
72025,46022,30113
72027,12696,26094
72029,14219,27278
72031,44711,35126
72033,10066,24307
72035,15617,28461
72037,4599,23204
72039,9801,20614
72041,14366,27149
72043,17750,20797
